train_frac,test_frac,k,rep,accuracy,descriptors_sampling_s,kmeans_s,build_histograms_s,train_s,predict_s,total_s
0.8,0.2,21,0,0.4119047619047619,0.37041391000002477,0.5257627319999756,1.1962060670000483,0.14469854999993004,0.036931187999925896,2.2740387329999976
0.8,0.2,50,0,0.4,0.2603307729998505,1.0044295830000465,1.4736467499999435,0.1707936499999505,0.04114253700004156,2.9503649389998827
0.8,0.2,100,0,0.37857142857142856,0.25214918799997577,1.836845478999976,1.8648829960000057,0.24051147799991668,0.05440846000010424,4.248855496000033
0.8,0.2,150,0,0.3904761904761905,0.49208792099989296,3.237346850999984,2.7413143389999277,0.3112163440000586,0.06320914600019023,6.84521939199999
0.8,0.2,200,0,0.3738095238095238,0.36945562099981544,4.097150541000019,3.1316395549999925,0.5566395839998677,0.09076999200010505,8.245682213999999
0.8,0.2,250,0,0.38571428571428573,0.43955230599999595,4.995662107000044,2.8547893570000724,0.4500292019999961,0.08879687900002864,8.828959322000173
0.8,0.2,300,0,0.3880952380952381,0.3242585970001528,5.3067796119999,3.2520419540001058,0.5476861409999856,0.09965652699997918,9.530445033999968
0.7,0.3,21,0,0.38571428571428573,0.2264775449998524,0.6234307840002202,1.1022488629998861,0.11571944799993616,0.04638573800002632,2.1142939639998986
0.7,0.3,50,0,0.3968253968253968,0.23051484199982042,1.085583139000164,1.288199819999818,0.1374507599998651,0.04955667500007621,2.791325082999947
0.7,0.3,100,0,0.36666666666666664,0.22669488999986243,1.7475730800001656,1.7066366469998684,0.20615709300000162,0.07013824299997395,3.9572228939998695
0.7,0.3,150,0,0.4015873015873016,0.22833992500000022,2.7281038030000673,2.145297871999901,0.2375830200001019,0.08225831599997946,5.4216067530001055
0.7,0.3,200,0,0.37777777777777777,0.23567521499990107,3.4966934169999604,2.5629101290001017,0.2875104370000372,0.0993659690000186,6.682182329999932
0.7,0.3,250,0,0.36984126984126986,0.23981620599988673,4.597791812999958,2.9305876250000438,0.34513331099992683,0.11646338000014111,8.22981877799998
0.7,0.3,300,0,0.37936507936507935,0.22827300299991293,5.26370939200001,3.3251293140001508,0.3867856589999974,0.13322425199999088,9.337166217999993
0.6,0.4,21,0,0.39166666666666666,0.19503405499995097,0.5570199579999553,1.155022850000023,0.08913401700010581,0.05349191699997391,2.049724597000022
0.6,0.4,50,0,0.38095238095238093,0.19282664299998942,0.9744072400001187,1.333996979999938,0.09758212299993829,0.057573128000058205,2.6564203820000785
0.6,0.4,100,0,0.3976190476190476,0.19955638999999792,1.8158052579999548,1.718259223000132,0.13683530399998745,0.07795628700000634,3.948435707000044
0.6,0.4,150,0,0.3726190476190476,0.19318259800002124,2.6686122900000555,2.0927060920000713,0.18522597500009397,0.09316199700015204,5.232914490000212
0.6,0.4,200,0,0.3773809523809524,0.19613564899987068,3.6018165109999245,2.4132885349999924,0.2377338039998449,0.11103501299999152,6.560034401999928
0.6,0.4,250,0,0.37023809523809526,0.20354925200012985,4.437655742999823,2.841396345000021,0.26088277700000617,0.1349841369999467,7.878496734999999
0.6,0.4,300,0,0.38452380952380955,0.1982388080000419,5.431091369999876,3.216845850000027,0.28064017500014415,0.14716125899985855,9.274002639999935
0.5,0.5,21,0,0.4104761904761905,0.1654330089997984,0.5100409000001491,1.256171747000053,0.07862982000006014,0.055206023999971876,2.0655044259999613
0.5,0.5,50,0,0.38285714285714284,0.1718017850000706,0.994646548999981,1.3646635949999109,0.07716631300013432,0.057759588999942935,2.666070710999975
0.5,0.5,100,0,0.38952380952380955,0.16890362900016953,1.815076167999905,1.7335339240000849,0.09716257900004166,0.07800360999999612,3.892702682000163
0.5,0.5,150,0,0.3638095238095238,0.17318080099994404,2.749047360000077,2.09474129299997,0.13301329399996575,0.09856828900001346,5.2485750250000365
0.5,0.5,200,0,0.3647619047619048,0.16583012599994618,3.7501982090000183,2.46706898299999,0.15437380000003031,0.12066860099980659,6.658162681999784
0.5,0.5,250,0,0.3457142857142857,0.17205172200010566,4.321357288999934,2.9233556210001552,0.18011295199994493,0.13428351299990027,7.731187697999985
0.5,0.5,300,0,0.3361904761904762,0.1678795390000687,5.569428435999953,3.3122684840000147,0.19958818600002814,0.15448998900001243,9.403684413000065
